"transaction_id","product"
2821,"herbs"
2821,"white bread"
2822,"dessert"
2822,"other vegetables"
2822,"long life bakery product"
2823,"beverages"
2823,"pickled vegetables"
2824,"sausage"
2824,"root vegetables"
2825,"bottled beer"
2825,"canned vegetables"
2826,"rolls/buns"
2826,"whole milk"
2826,"onions"
2827,"other vegetables"
2827,"whole milk"
2828,"specialty bar"
2828,"pickled vegetables"
2829,"butter"
2829,"mayonnaise"
2830,"rolls/buns"
2830,"waffles"
2831,"semi-finished bread"
2831,"shopping bags"
2832,"soda"
2832,"cream cheese "
2833,"other vegetables"
2833,"specialty bar"
2834,"frankfurter"
2834,"sausage"
2835,"sugar"
2835,"red/blush wine"
2836,"rolls/buns"
2836,"make up remover"
2837,"yogurt"
2837,"canned beer"
2838,"misc. beverages"
2838,"brown bread"
2839,"sausage"
2839,"whipped/sour cream"
2840,"bottled water"
2840,"canned vegetables"
2841,"frankfurter"
2841,"pip fruit"
2842,"whole milk"
2842,"pip fruit"
2842,"detergent"
2843,"butter"
2843,"newspapers"
2844,"other vegetables"
2844,"cereals"
2844,"cleaner"
2845,"newspapers"
2845,"syrup"
2846,"yogurt"
2846,"white bread"
2846,"salty snack"
2847,"domestic eggs"
2847,"other vegetables"
2848,"tropical fruit"
2848,"cat food"
2849,"margarine"
2849,"butter"
2850,"canned beer"
2850,"margarine"
2851,"ice cream"
2851,"UHT-milk"
2852,"whole milk"
2852,"grapes"
2852,"pastry"
2852,"yogurt"
2853,"fish"
2853,"yogurt"
2854,"bottled water"
2854,"canned beer"
2855,"margarine"
2855,"sugar"
2856,"beef"
2856,"tropical fruit"
2857,"tropical fruit"
2857,"whole milk"
2858,"finished products"
2858,"butter milk"
2858,"fruit/vegetable juice"
2858,"brown bread"
2858,"pot plants"
2859,"whole milk"
2859,"pastry"
2859,"fruit/vegetable juice"
2860,"sausage"
2860,"curd"
2860,"brown bread"
2861,"yogurt"
2861,"pip fruit"
2861,"misc. beverages"
2862,"tropical fruit"
2862,"photo/film"
2863,"bottled water"
2863,"bottled water"
2864,"beef"
2864,"whole milk"
2865,"citrus fruit"
2865,"newspapers"
2866,"long life bakery product"
2866,"rolls/buns"
2867,"whole milk"
2867,"beef"
2867,"rolls/buns"
2867,"curd"
2867,"white bread"
2868,"sugar"
2868,"whole milk"
2869,"pip fruit"
2869,"curd"
2869,"specialty bar"
2869,"beverages"
2869,"sausage"
2869,"soft cheese"
2869,"rolls/buns"
2869,"yogurt"
2869,"other vegetables"
2869,"curd"
2869,"newspapers"
2870,"dessert"
2870,"sausage"
2870,"whole milk"
2870,"oil"
2871,"sausage"
2871,"yogurt"
2872,"canned fish"
2872,"canned fish"
2873,"tropical fruit"
2873,"shopping bags"
2874,"specialty bar"
2874,"yogurt"
2875,"specialty chocolate"
2875,"butter milk"
2876,"frozen vegetables"
2876,"onions"
2877,"rolls/buns"
2877,"other vegetables"
2877,"newspapers"
2878,"coffee"
2878,"napkins"
2879,"soda"
2879,"yogurt"
2880,"tropical fruit"
2880,"yogurt"
2881,"pork"
2881,"rolls/buns"
2882,"misc. beverages"
2882,"yogurt"
2882,"misc. beverages"
2883,"bottled water"
2883,"specialty chocolate"
2884,"rolls/buns"
2884,"candy"
2884,"white bread"
2885,"other vegetables"
2885,"pip fruit"
2886,"tropical fruit"
2886,"butter"
2886,"hamburger meat"
2886,"rolls/buns"
2886,"soda"
2886,"shopping bags"
2887,"sausage"
2887,"UHT-milk"
2888,"ham"
2888,"rolls/buns"
2889,"pip fruit"
2889,"other vegetables"
2890,"bottled water"
2890,"curd"
2890,"semi-finished bread"
2891,"other vegetables"
2891,"organic sausage"
2891,"cling film/bags"
2892,"curd"
2892,"other vegetables"
2893,"turkey"
2893,"grapes"
2893,"soda"
2894,"sausage"
2894,"fruit/vegetable juice"
2894,"whole milk"
2894,"curd"
2895,"butter"
2895,"canned beer"
2895,"brown bread"
2895,"canned beer"
2896,"ham"
2896,"berries"
2897,"sausage"
2897,"bottled water"
2898,"specialty bar"
2898,"misc. beverages"
2899,"yogurt"
2899,"frozen vegetables"
2900,"canned beer"
2900,"citrus fruit"
2901,"pork"
2901,"liquor"
2901,"long life bakery product"
2902,"whipped/sour cream"
2902,"frozen meals"
2903,"frozen meals"
2903,"finished products"
2903,"chocolate"
2903,"other vegetables"
2903,"whole milk"
2903,"packaged fruit/vegetables"
2903,"napkins"
2903,"salty snack"
2904,"long life bakery product"
2904,"yogurt"
2905,"brown bread"
2905,"brown bread"
2906,"canned beer"
2906,"other vegetables"
2907,"sausage"
2907,"canned beer"
2908,"sausage"
2908,"pork"
2909,"UHT-milk"
2909,"citrus fruit"
2909,"frozen vegetables"
2910,"dessert"
2910,"berries"
2910,"mayonnaise"
2911,"hamburger meat"
2911,"candles"
2912,"whole milk"
2912,"newspapers"
2913,"pip fruit"
2913,"male cosmetics"
2914,"beef"
2914,"frozen dessert"
2915,"citrus fruit"
2915,"yogurt"
2916,"pork"
2916,"other vegetables"
2917,"sausage"
2917,"misc. beverages"
2918,"tropical fruit"
2918,"bottled beer"
2918,"cake bar"
2918,"yogurt"
2919,"pork"
2919,"cream cheese "
2920,"pastry"
2920,"bottled water"
2921,"pork"
2921,"bottled water"
2922,"frozen vegetables"
2922,"chocolate marshmallow"
2923,"tropical fruit"
2923,"newspapers"
2923,"beef"
2923,"tropical fruit"
2923,"domestic eggs"
2923,"detergent"
2923,"frozen vegetables"
2923,"grapes"
2923,"processed cheese"
2924,"beef"
2924,"hard cheese"
2925,"pip fruit"
2925,"chocolate"
2926,"brown bread"
2926,"other vegetables"
2927,"frozen vegetables"
2927,"frozen vegetables"
2928,"canned beer"
2928,"male cosmetics"
2928,"white wine"
2928,"ice cream"
2929,"beef"
2929,"chicken"
2929,"newspapers"
2929,"organic products"
2929,"chocolate"
2930,"long life bakery product"
2930,"rolls/buns"
2931,"ice cream"
2931,"rolls/buns"
2932,"other vegetables"
2932,"frozen meals"
2933,"misc. beverages"
2933,"berries"
2934,"citrus fruit"
2934,"yogurt"
2934,"soda"
2935,"sweet spreads"
2935,"bottled beer"
2936,"domestic eggs"
2936,"dessert"
2937,"beef"
2937,"whole milk"
2938,"sausage"
2938,"pip fruit"
2938,"spices"
2939,"chocolate"
2939,"coffee"
2940,"cream cheese "
2940,"bottled water"
2940,"rolls/buns"
2941,"whole milk"
2941,"rolls/buns"
2942,"sausage"
2942,"other vegetables"
2943,"butter"
2943,"yogurt"
2944,"other vegetables"
2944,"chocolate marshmallow"
2945,"sausage"
2945,"detergent"
2945,"bottled beer"
2946,"hard cheese"
2946,"processed cheese"
2947,"white wine"
2947,"sugar"
2948,"root vegetables"
2948,"sliced cheese"
2949,"pip fruit"
2949,"pastry"
2950,"beverages"
2950,"bottled water"
2951,"instant coffee"
2951,"domestic eggs"
2952,"whole milk"
2952,"male cosmetics"
2953,"yogurt"
2953,"other vegetables"
2954,"bottled beer"
2954,"hamburger meat"
2955,"pastry"
2955,"frozen fish"
2956,"beef"
2956,"pastry"
2956,"curd"
2957,"tropical fruit"
2957,"condensed milk"
2957,"pastry"
2958,"canned beer"
2958,"canned fish"
2959,"canned beer"
2959,"other vegetables"
2960,"shopping bags"
2960,"whole milk"
2961,"whole milk"
2961,"white wine"
2962,"chicken"
2962,"bottled water"
2962,"brown bread"
2962,"hygiene articles"
2963,"whole milk"
2963,"root vegetables"
2963,"rolls/buns"
2963,"whipped/sour cream"
2964,"vinegar"
2964,"rolls/buns"
2965,"white bread"
2965,"brown bread"
2966,"other vegetables"
2966,"soda"
2967,"pastry"
2967,"rolls/buns"
2968,"canned beer"
2968,"sugar"
2969,"ham"
2969,"newspapers"
2969,"waffles"
2970,"onions"
2970,"instant coffee"
2971,"soft cheese"
2971,"soda"
2972,"citrus fruit"
2972,"chocolate"
2973,"rolls/buns"
2973,"yogurt"
2973,"Instant food products"
2974,"whole milk"
2974,"cream cheese "
2975,"beef"
2975,"berries"
2975,"root vegetables"
2976,"sausage"
2976,"white bread"
2976,"whole milk"
2976,"butter"
2977,"tropical fruit"
2977,"citrus fruit"
2977,"newspapers"
2978,"soda"
2978,"mustard"
2979,"canned beer"
2979,"pork"
2980,"whipped/sour cream"
2980,"shopping bags"
2981,"beverages"
2981,"beverages"
2981,"hamburger meat"
2981,"frankfurter"
2981,"soda"
2981,"root vegetables"
2981,"butter"
2981,"cream cheese "
2981,"butter"
2982,"finished products"
2982,"popcorn"
2983,"hamburger meat"
2983,"margarine"
2984,"frankfurter"
2984,"other vegetables"
2985,"meat"
2985,"whole milk"
2986,"sugar"
2986,"citrus fruit"
2986,"napkins"
2987,"long life bakery product"
2987,"semi-finished bread"
2988,"tropical fruit"
2988,"rolls/buns"
2988,"candy"
2989,"root vegetables"
2989,"hard cheese"
2989,"waffles"
2990,"whole milk"
2990,"cream cheese "
2990,"soda"
2991,"butter"
2991,"domestic eggs"
2991,"bottled water"
2991,"curd"
2992,"pork"
2992,"bottled water"
2992,"baking powder"
2993,"pork"
2993,"other vegetables"
2994,"rolls/buns"
2994,"cat food"
2994,"newspapers"
2995,"other vegetables"
2995,"hygiene articles"
2996,"canned beer"
2996,"other vegetables"
2996,"dessert"
2996,"pastry"
2997,"long life bakery product"
2997,"bottled beer"
2998,"tropical fruit"
2998,"ice cream"
2998,"butter milk"
2998,"domestic eggs"
2999,"citrus fruit"
2999,"white wine"
3000,"beverages"
3000,"bottled water"
3001,"yogurt"
3001,"white wine"
3002,"hamburger meat"
3002,"soft cheese"
3002,"yogurt"
3002,"margarine"
3003,"meat"
3003,"chocolate"
3003,"brown bread"
3004,"frankfurter"
3004,"sparkling wine"
3005,"hamburger meat"
3005,"other vegetables"
3006,"other vegetables"
3006,"bottled water"
3007,"fruit/vegetable juice"
3007,"whole milk"
3008,"root vegetables"
3008,"pip fruit"
3009,"beef"
3009,"waffles"
3010,"onions"
3010,"butter"
3011,"yogurt"
3011,"other vegetables"
3012,"semi-finished bread"
3012,"liquor"
3012,"pastry"
3013,"sausage"
3013,"bottled water"
3014,"beef"
3014,"sausage"
3015,"soda"
3015,"whole milk"
3016,"jam"
3016,"cake bar"
3017,"red/blush wine"
3017,"liquor (appetizer)"
3017,"sauces"
3017,"coffee"
3018,"pickled vegetables"
3018,"canned beer"
3019,"pastry"
3019,"detergent"
3019,"dishes"
3020,"margarine"
3020,"whipped/sour cream"
3021,"whole milk"
3021,"bottled beer"
3022,"beef"
3022,"whole milk"
3022,"canned vegetables"
3023,"canned beer"
3023,"hamburger meat"
3024,"butter milk"
3024,"frozen vegetables"
3025,"other vegetables"
3025,"bottled water"
3025,"beverages"
3026,"sausage"
3026,"butter"
3027,"red/blush wine"
3027,"specialty bar"
3027,"rolls/buns"
3028,"coffee"
3028,"fruit/vegetable juice"
3029,"pip fruit"
3029,"soda"
3029,"grapes"
3030,"root vegetables"
3030,"tropical fruit"
3031,"pastry"
3031,"chicken"
3031,"packaged fruit/vegetables"
3031,"tropical fruit"
3031,"packaged fruit/vegetables"
3031,"pasta"
3031,"photo/film"
3031,"sugar"
3032,"root vegetables"
3032,"berries"
3033,"citrus fruit"
3033,"butter milk"
3034,"root vegetables"
3034,"butter milk"
3035,"meat"
3035,"salt"
3036,"pastry"
3036,"brown bread"
3037,"pork"
3037,"ham"
3038,"coffee"
3038,"butter milk"
3039,"root vegetables"
3039,"frozen vegetables"
3039,"misc. beverages"
3040,"tropical fruit"
3040,"napkins"
3040,"long life bakery product"
3041,"dessert"
3041,"semi-finished bread"
3042,"onions"
3042,"bottled beer"
3043,"candy"
3043,"citrus fruit"
3043,"pasta"
3043,"soda"
3044,"pip fruit"
3044,"tropical fruit"
3044,"rolls/buns"
3044,"pip fruit"
3044,"rolls/buns"
3045,"whole milk"
3045,"rolls/buns"
3045,"cling film/bags"
3046,"frankfurter"
3046,"pastry"
3046,"hygiene articles"
3047,"whole milk"
3047,"berries"
3047,"bottled water"
3047,"curd"
3047,"napkins"
3048,"chocolate"
3048,"butter"
3049,"sausage"
3049,"canned beer"
3050,"newspapers"
3050,"soda"
3051,"yogurt"
3051,"bottled beer"
3051,"sugar"
3052,"long life bakery product"
3052,"UHT-milk"
3052,"whole milk"
3053,"zwieback"
3053,"salty snack"
3054,"chicken"
3054,"bottled beer"
3054,"soda"
3054,"domestic eggs"
3054,"other vegetables"
3055,"fruit/vegetable juice"
3055,"baking powder"
3055,"oil"
3056,"sausage"
3056,"soda"
3057,"soda"
3057,"pastry"
3058,"condensed milk"
3058,"curd"
3059,"onions"
3059,"root vegetables"
3059,"bottled water"
3060,"other vegetables"
3060,"pip fruit"
3061,"whole milk"
3061,"coffee"
3062,"meat"
3062,"whole milk"
3063,"frankfurter"
3063,"whipped/sour cream"
3063,"cat food"
3064,"sausage"
3064,"spread cheese"
3064,"specialty bar"
3064,"soda"
3065,"whole milk"
3065,"soda"
3065,"yogurt"
3066,"herbs"
3066,"spread cheese"
3066,"rolls/buns"
3067,"canned beer"
3067,"dessert"
3068,"brown bread"
3068,"grapes"
3068,"bottled water"
3068,"soda"
3069,"brown bread"
3069,"rolls/buns"
3070,"pip fruit"
3070,"yogurt"
3071,"beverages"
3071,"mustard"
3072,"pork"
3072,"pork"
3072,"male cosmetics"
3073,"citrus fruit"
3073,"bottled water"
3074,"ham"
3074,"other vegetables"
3075,"whole milk"
3075,"sauces"
3075,"hard cheese"
3076,"other vegetables"
3076,"chocolate"
3077,"pork"
3077,"whole milk"
3078,"whole milk"
3078,"coffee"
3078,"bottled beer"
3079,"spread cheese"
3079,"specialty chocolate"
3080,"whipped/sour cream"
3080,"tropical fruit"
3080,"specialty chocolate"
3080,"flour"
3081,"berries"
3081,"sauces"
3082,"pork"
3082,"candles"
3083,"sausage"
3083,"pastry"
3083,"mayonnaise"
3084,"other vegetables"
3084,"margarine"
3085,"whipped/sour cream"
3085,"tropical fruit"
3086,"soda"
3086,"yogurt"
3086,"whole milk"
3086,"coffee"
3087,"chicken"
3087,"dessert"
3088,"berries"
3088,"baking powder"
3089,"frankfurter"
3089,"shopping bags"
3089,"frozen vegetables"
3090,"meat"
3090,"canned fish"
3091,"pastry"
3091,"detergent"
3091,"rice"
3092,"tropical fruit"
3092,"chocolate"
3093,"root vegetables"
3093,"pip fruit"
3094,"rolls/buns"
3094,"jam"
3094,"cake bar"
3095,"whole milk"
3095,"sugar"
3096,"specialty chocolate"
3096,"margarine"
3097,"oil"
3097,"herbs"
3098,"pip fruit"
3098,"long life bakery product"
3099,"meat"
3099,"root vegetables"
3100,"bottled beer"
3100,"domestic eggs"
3101,"rolls/buns"
3101,"citrus fruit"
3101,"pot plants"
3101,"yogurt"
3101,"roll products "
3101,"fruit/vegetable juice"
3102,"other vegetables"
3102,"ice cream"
3103,"pip fruit"
3103,"salty snack"
3104,"canned beer"
3104,"chocolate"
3105,"tropical fruit"
3105,"pork"
3105,"photo/film"
3105,"hard cheese"
3106,"newspapers"
3106,"zwieback"
3107,"berries"
3107,"bottled beer"
3108,"pastry"
3108,"waffles"
3108,"napkins"
3109,"meat"
3109,"herbs"
3110,"pork"
3110,"whipped/sour cream"
3111,"tropical fruit"
3111,"brown bread"
3112,"misc. beverages"
3112,"grapes"
3112,"instant coffee"
3113,"soft cheese"
3113,"sugar"
3114,"pip fruit"
3114,"margarine"
3115,"vinegar"
3115,"newspapers"
3116,"root vegetables"
3116,"butter milk"
3117,"root vegetables"
3117,"cream cheese "
3118,"soda"
3118,"domestic eggs"
3118,"tea"
3119,"sausage"
3119,"semi-finished bread"
3120,"bottled beer"
3120,"root vegetables"
3121,"other vegetables"
3121,"chicken"
3122,"citrus fruit"
3122,"yogurt"
3123,"pip fruit"
3123,"pastry"
3124,"other vegetables"
3124,"pastry"
3125,"root vegetables"
3125,"grapes"
3126,"UHT-milk"
3126,"pip fruit"
3126,"specialty chocolate"
3126,"chewing gum"
3126,"canned fruit"
3127,"frankfurter"
3127,"salty snack"
3128,"whole milk"
3128,"margarine"
3129,"onions"
3129,"rolls/buns"
3130,"other vegetables"
3130,"root vegetables"
3130,"mayonnaise"
3131,"sausage"
3131,"misc. beverages"
3132,"pork"
3132,"bottled beer"
3133,"rolls/buns"
3133,"oil"
3134,"frankfurter"
3134,"root vegetables"
3135,"sausage"
3135,"bottled water"
3135,"mustard"
3135,"bottled beer"
3136,"canned beer"
3136,"rolls/buns"
3137,"root vegetables"
3137,"newspapers"
3137,"butter"
3138,"organic sausage"
3138,"semi-finished bread"
3139,"dessert"
3139,"rolls/buns"
3140,"whole milk"
3140,"soda"
3141,"frankfurter"
3141,"fruit/vegetable juice"
3142,"sauces"
3142,"frozen vegetables"
3143,"hamburger meat"
3143,"whole milk"
3144,"rolls/buns"
3144,"specialty bar"
3144,"spread cheese"
3145,"whole milk"
3145,"butter"
3145,"shopping bags"
3146,"pork"
3146,"soda"
3147,"condensed milk"
3147,"margarine"
3148,"tropical fruit"
3148,"hamburger meat"
3149,"yogurt"
3149,"soda"
3150,"citrus fruit"
3150,"grapes"
3151,"curd"
3151,"root vegetables"
3152,"flour"
3152,"ready soups"
3153,"berries"
3153,"whole milk"
3153,"other vegetables"
3154,"other vegetables"
3154,"mayonnaise"
3154,"beverages"
3155,"tropical fruit"
3155,"chocolate"
3156,"whole milk"
3156,"whole milk"
3156,"canned beer"
3156,"Instant food products"
3157,"soda"
3157,"fruit/vegetable juice"
3158,"cake bar"
3158,"shopping bags"
3159,"citrus fruit"
3159,"fruit/vegetable juice"
3160,"hygiene articles"
3160,"bottled water"
3160,"candy"
3161,"chicken"
3161,"butter milk"
3162,"beef"
3162,"ice cream"
3163,"bottled water"
3163,"frozen fish"
3164,"newspapers"
3164,"soft cheese"
3165,"other vegetables"
3165,"newspapers"
3166,"other vegetables"
3166,"skin care"
3166,"domestic eggs"
3167,"hamburger meat"
3167,"salty snack"
3168,"chicken"
3168,"canned beer"
3168,"frozen vegetables"
3168,"whipped/sour cream"
3169,"ham"
3169,"hamburger meat"
3169,"whole milk"
3169,"margarine"
3170,"newspapers"
3170,"rolls/buns"
3171,"chocolate"
3171,"whole milk"
3172,"frankfurter"
3172,"curd"
3173,"root vegetables"
3173,"tropical fruit"
3174,"pip fruit"
3174,"long life bakery product"
3175,"pork"
3175,"pip fruit"
3175,"chocolate"
3176,"pastry"
3176,"butter milk"
3176,"hygiene articles"
3177,"packaged fruit/vegetables"
3177,"yogurt"
3178,"soda"
3178,"chewing gum"
3179,"root vegetables"
3179,"soda"
3180,"tropical fruit"
3180,"butter milk"
3180,"softener"
3181,"canned beer"
3181,"beef"
3182,"root vegetables"
3182,"meat"
3183,"sausage"
3183,"rolls/buns"
3184,"soda"
3184,"semi-finished bread"
3185,"pip fruit"
3185,"other vegetables"
3185,"bottled water"
3186,"citrus fruit"
3186,"roll products "
3187,"seasonal products"
3187,"oil"
3187,"liquor (appetizer)"
3187,"cookware"
3188,"soda"
3188,"long life bakery product"
3189,"domestic eggs"
3189,"pasta"
3190,"beef"
3190,"other vegetables"
3191,"pork"
3191,"butter"
3191,"napkins"
3191,"seasonal products"
3191,"coffee"
3192,"bottled beer"
3192,"newspapers"
3192,"seasonal products"
3192,"bottled water"
3193,"UHT-milk"
3193,"rice"
3193,"newspapers"
3194,"tropical fruit"
3194,"beverages"
3195,"tropical fruit"
3195,"pork"
3195,"cream cheese "
3195,"UHT-milk"
3195,"butter milk"
3196,"oil"
3196,"butter"
3197,"domestic eggs"
3197,"softener"
3198,"pip fruit"
3198,"yogurt"
3199,"finished products"
3199,"whole milk"
3200,"onions"
3200,"oil"
3201,"ice cream"
3201,"napkins"
3202,"bottled beer"
3202,"brown bread"
3203,"other vegetables"
3203,"pip fruit"
3203,"white bread"
3204,"ham"
3204,"dessert"
3204,"yogurt"
3205,"margarine"
3205,"butter milk"
3206,"roll products "
3206,"specialty chocolate"
3207,"butter"
3207,"other vegetables"
3208,"chocolate"
3208,"whole milk"
3208,"yogurt"
3209,"sausage"
3209,"specialty chocolate"
3209,"bottled water"
3209,"baking powder"
3210,"whole milk"
3210,"bottled water"
3211,"chicken"
3211,"pastry"
3212,"pet care"
3212,"pip fruit"
3212,"candy"
3213,"butter"
3213,"sweet spreads"
3213,"sliced cheese"
3214,"other vegetables"
3214,"frozen vegetables"
3215,"cream cheese "
3215,"yogurt"
3215,"newspapers"
3215,"detergent"
3216,"root vegetables"
3216,"fruit/vegetable juice"
3217,"other vegetables"
3217,"newspapers"
3218,"ham"
3218,"fruit/vegetable juice"
3218,"chocolate"
3219,"whole milk"
3219,"yogurt"
3220,"root vegetables"
3220,"tropical fruit"
3221,"tropical fruit"
3221,"frozen fish"
3222,"oil"
3222,"misc. beverages"
3223,"root vegetables"
3223,"sausage"
3223,"whole milk"
3223,"chewing gum"
3223,"brown bread"
3224,"fruit/vegetable juice"
3224,"napkins"
3225,"waffles"
3225,"other vegetables"
3226,"liquor (appetizer)"
3226,"yogurt"
3226,"specialty chocolate"
3226,"rolls/buns"
3227,"citrus fruit"
3227,"rolls/buns"
3228,"whole milk"
3228,"baking powder"
3229,"brown bread"
3229,"shopping bags"
3230,"onions"
3230,"ice cream"
3230,"soda"
3230,"sliced cheese"
3231,"pork"
3231,"hamburger meat"
3231,"soda"
3231,"other vegetables"
3231,"popcorn"
3231,"brown bread"
3231,"bottled water"
3232,"tropical fruit"
3232,"cream cheese "
3233,"misc. beverages"
3233,"whole milk"
3233,"onions"
3233,"yogurt"
3234,"tropical fruit"
3234,"whole milk"
3234,"fruit/vegetable juice"
3234,"whole milk"
3235,"other vegetables"
3235,"berries"
3236,"yogurt"
3236,"pastry"
3237,"frankfurter"
3237,"red/blush wine"
3238,"sausage"
3238,"sausage"
3239,"frankfurter"
3239,"other vegetables"
3240,"mustard"
3240,"sugar"
3240,"baking powder"
3241,"citrus fruit"
3241,"pastry"
3242,"frozen vegetables"
3242,"yogurt"
3243,"bottled water"
3243,"berries"
3243,"oil"
3244,"coffee"
3244,"butter milk"
3245,"tropical fruit"
3245,"frozen meals"
3246,"whipped/sour cream"
3246,"cake bar"
3247,"bottled water"
3247,"butter"
3247,"waffles"
3248,"soda"
3248,"flour"
3248,"brown bread"
3249,"rolls/buns"
3249,"shopping bags"
3249,"whole milk"
3250,"root vegetables"
3250,"dessert"
3251,"chicken"
3251,"liquor"
3252,"rolls/buns"
3252,"canned beer"
3253,"shopping bags"
3253,"soda"
3253,"soups"
3254,"curd"
3254,"UHT-milk"
3255,"sausage"
3255,"soda"
3255,"candy"
3256,"brown bread"
3256,"yogurt"
3257,"sausage"
3257,"onions"
3257,"misc. beverages"
3258,"citrus fruit"
3258,"whole milk"
3259,"whole milk"
3259,"sugar"
3260,"whole milk"
3260,"other vegetables"
3261,"chocolate"
3261,"dessert"
3262,"yogurt"
3262,"rolls/buns"
3263,"other vegetables"
3263,"red/blush wine"
3264,"bottled beer"
3264,"soda"
3265,"root vegetables"
3265,"bottled water"
3265,"frozen dessert"
3266,"whipped/sour cream"
3266,"baking powder"
3267,"soda"
3267,"oil"
3268,"root vegetables"
3268,"domestic eggs"
3269,"beverages"
3269,"bottled water"
3270,"other vegetables"
3270,"grapes"
3271,"chicken"
3271,"root vegetables"
3272,"fish"
3272,"chocolate"
3273,"frankfurter"
3273,"whole milk"
3274,"dishes"
3274,"misc. beverages"
3275,"pork"
3275,"butter"
3276,"frankfurter"
3276,"butter milk"
3277,"meat"
3277,"whole milk"
3278,"root vegetables"
3278,"frozen potato products"
3278,"onions"
3278,"UHT-milk"
3279,"frankfurter"
3279,"chicken"
3279,"rolls/buns"
3279,"frankfurter"
3279,"other vegetables"
3279,"coffee"
3279,"long life bakery product"
3279,"domestic eggs"
3280,"other vegetables"
3280,"bottled water"
3281,"butter milk"
3281,"waffles"
3282,"artif. sweetener"
3282,"bottled water"
3282,"butter milk"
3282,"butter"
3282,"soda"
3283,"turkey"
3283,"specialty bar"
3284,"curd"
3284,"chocolate marshmallow"
3285,"canned beer"
3285,"rolls/buns"
3286,"yogurt"
3286,"whole milk"
3286,"waffles"
3287,"fruit/vegetable juice"
3287,"whole milk"
3287,"frozen vegetables"
3287,"rolls/buns"
3288,"oil"
3288,"bottled beer"
3289,"pork"
3289,"yogurt"
3289,"napkins"
3290,"bottled water"
3290,"berries"
3291,"tropical fruit"
3291,"condensed milk"
3291,"citrus fruit"
3291,"whipped/sour cream"
3292,"soda"
3292,"sausage"
3292,"yogurt"
3292,"root vegetables"
3293,"yogurt"
3293,"whole milk"
3294,"yogurt"
3294,"waffles"
3295,"chicken"
3295,"pastry"
3296,"ham"
3296,"whole milk"
3297,"frankfurter"
3297,"whipped/sour cream"
3298,"ham"
3298,"beef"
3298,"sliced cheese"
3298,"butter milk"
3299,"ketchup"
3299,"rolls/buns"
3300,"herbs"
3300,"canned beer"
3301,"beef"
3301,"sweet spreads"
3302,"whole milk"
3302,"soups"
3303,"root vegetables"
3303,"root vegetables"
3304,"beef"
3304,"long life bakery product"
3304,"berries"
3304,"candles"
3305,"onions"
3305,"UHT-milk"
3306,"ham"
3306,"chicken"
3307,"pork"
3307,"flour"
3308,"roll products "
3308,"rice"
3309,"berries"
3309,"curd"
3310,"liquor"
3310,"specialty chocolate"
3311,"hygiene articles"
3311,"white bread"
3312,"whole milk"
3312,"bottled water"
3312,"UHT-milk"
3312,"candy"
3313,"butter"
3313,"pastry"
3314,"citrus fruit"
3314,"waffles"
3315,"other vegetables"
3315,"specialty bar"
3316,"whole milk"
3316,"shopping bags"
3316,"yogurt"
3316,"canned beer"
3317,"margarine"
3317,"citrus fruit"
3317,"oil"
3318,"grapes"
3318,"honey"
3319,"salt"
3319,"margarine"
3320,"yogurt"
3320,"fruit/vegetable juice"
3321,"beef"
3321,"root vegetables"
3322,"hamburger meat"
3322,"salty snack"
3323,"root vegetables"
3323,"waffles"
3323,"cream cheese "
3324,"curd"
3324,"soda"
3325,"hamburger meat"
3325,"frozen potato products"
3325,"whole milk"
3325,"citrus fruit"
3325,"semi-finished bread"
3325,"napkins"
3326,"other vegetables"
3326,"soda"
3326,"soda"
3327,"onions"
3327,"whipped/sour cream"
3328,"soups"
3328,"specialty cheese"
3329,"other vegetables"
3329,"canned beer"
3330,"frankfurter"
3330,"bottled water"
3330,"onions"
3331,"butter milk"
3331,"hard cheese"
3332,"soft cheese"
3332,"long life bakery product"
3333,"soda"
3333,"newspapers"
3334,"brown bread"
3334,"sugar"
3334,"beef"
3334,"citrus fruit"
3334,"yogurt"
3335,"pip fruit"
3335,"domestic eggs"
3336,"butter"
3336,"dish cleaner"
3336,"light bulbs"
3337,"cream cheese "
3337,"rolls/buns"
3338,"candles"
3338,"other vegetables"
3339,"sausage"
3339,"brown bread"
3340,"pork"
3340,"root vegetables"
3341,"rum"
3341,"sugar"
3342,"soda"
3342,"fruit/vegetable juice"
3343,"other vegetables"
3343,"brown bread"
3344,"dessert"
3344,"chewing gum"
3345,"long life bakery product"
3345,"butter milk"
3345,"Instant food products"
3346,"pastry"
3346,"liquor"
3346,"shopping bags"
3347,"pip fruit"
3347,"bottled beer"
3348,"liquor"
3348,"vinegar"
3348,"shopping bags"
3348,"long life bakery product"
3349,"other vegetables"
3349,"soda"
3350,"hamburger meat"
3350,"yogurt"
3351,"citrus fruit"
3351,"tropical fruit"
3352,"citrus fruit"
3352,"butter"
3352,"chocolate"
3353,"yogurt"
3353,"rolls/buns"
3353,"berries"
3353,"whole milk"
3353,"zwieback"
3353,"brown bread"
3353,"newspapers"
3354,"shopping bags"
3354,"whipped/sour cream"
3355,"pork"
3355,"ice cream"
3355,"yogurt"
3356,"chicken"
3356,"butter"
3357,"sweet spreads"
3357,"margarine"
3358,"whole milk"
3358,"dish cleaner"
3359,"bottled water"
3359,"chicken"
3359,"other vegetables"
3359,"ketchup"
3360,"canned beer"
3360,"tropical fruit"
3361,"napkins"
3361,"soda"
