"member","transaction_id","sale_date","product"
1498,1827,2014-08-23,"long life bakery product"
1498,1827,2014-08-23,"rolls/buns"
1498,1828,2014-10-29,"citrus fruit"
1498,1828,2014-10-29,"baking powder"
1498,1829,2015-05-28,"frankfurter"
1498,1829,2015-05-28,"dessert"
1498,1830,2015-10-28,"frozen vegetables"
1498,1830,2015-10-28,"whole milk"
1499,1831,2014-02-22,"spread cheese"
1499,1831,2014-02-22,"soda"
1499,1832,2014-05-11,"root vegetables"
1499,1832,2014-05-11,"sliced cheese"
1499,1833,2015-03-06,"rolls/buns"
1499,1833,2015-03-06,"frozen vegetables"
1499,1834,2015-05-17,"whole milk"
1499,1834,2015-05-17,"whole milk"
1499,1835,2015-11-09,"cat food"
1499,1835,2015-11-09,"soda"
1500,1836,2014-04-01,"bottled beer"
1500,1836,2014-04-01,"fruit/vegetable juice"
1500,1837,2014-06-20,"hygiene articles"
1500,1837,2014-06-20,"chocolate"
1500,1837,2014-06-20,"soups"
1500,1838,2014-09-26,"specialty bar"
1500,1838,2014-09-26,"shopping bags"
1500,1838,2014-09-26,"pasta"
1500,1839,2015-01-06,"rolls/buns"
1500,1839,2015-01-06,"frankfurter"
1500,1839,2015-01-06,"soda"
1500,1839,2015-01-06,"canned fish"
1500,1840,2015-03-08,"sausage"
1500,1840,2015-03-08,"pasta"
1500,1841,2015-03-21,"whole milk"
1500,1841,2015-03-21,"pork"
1501,1842,2014-05-24,"chicken"
1501,1842,2014-05-24,"baking powder"
1501,1843,2014-08-28,"curd"
1501,1843,2014-08-28,"butter"
1501,1844,2014-11-03,"whole milk"
1501,1844,2014-11-03,"detergent"
1501,1845,2015-08-17,"bottled water"
1501,1845,2015-08-17,"napkins"
1501,1845,2015-08-17,"fruit/vegetable juice"
1501,1845,2015-08-17,"hard cheese"
1502,1846,2015-04-16,"butter milk"
1502,1846,2015-04-16,"sausage"
1502,1846,2015-04-16,"UHT-milk"
1502,1846,2015-04-16,"yogurt"
1502,1846,2015-04-16,"canned beer"
1502,1847,2015-10-31,"frozen vegetables"
1502,1847,2015-10-31,"other vegetables"
1503,1848,2015-05-12,"pork"
1503,1848,2015-05-12,"whipped/sour cream"
1503,1848,2015-05-12,"dishes"
1503,1849,2015-07-25,"chicken"
1503,1849,2015-07-25,"finished products"
1503,1849,2015-07-25,"meat"
1503,1849,2015-07-25,"fruit/vegetable juice"
1503,1850,2015-08-17,"bottled beer"
1503,1850,2015-08-17,"whole milk"
1504,1851,2014-01-12,"sausage"
1504,1851,2014-01-12,"white wine"
1504,1852,2014-10-14,"yogurt"
1504,1852,2014-10-14,"whole milk"
1504,1853,2014-12-24,"root vegetables"
1504,1853,2014-12-24,"cleaner"
1504,1854,2014-12-29,"tropical fruit"
1504,1854,2014-12-29,"curd"
1504,1854,2014-12-29,"chocolate"
1504,1855,2015-11-30,"curd"
1504,1855,2015-11-30,"whole milk"
1505,1856,2015-07-27,"shopping bags"
1505,1856,2015-07-27,"beef"
1505,1856,2015-07-27,"citrus fruit"
1505,1856,2015-07-27,"cat food"
1505,1857,2015-10-27,"frankfurter"
1505,1857,2015-10-27,"canned beer"
1505,1857,2015-10-27,"other vegetables"
1505,1857,2015-10-27,"potato products"
1506,1858,2014-10-23,"long life bakery product"
1506,1858,2014-10-23,"fruit/vegetable juice"
1506,1859,2014-12-25,"cat food"
1506,1859,2014-12-25,"pet care"
1506,1859,2014-12-25,"oil"
1507,1860,2014-04-04,"hamburger meat"
1507,1860,2014-04-04,"baking powder"
1507,1860,2014-04-04,"dessert"
1507,1861,2014-05-24,"yogurt"
1507,1861,2014-05-24,"domestic eggs"
1507,1861,2014-05-24,"frozen vegetables"
1507,1861,2014-05-24,"fruit/vegetable juice"
1507,1862,2014-06-06,"bottled water"
1507,1862,2014-06-06,"hair spray"
1507,1862,2014-06-06,"processed cheese"
1507,1863,2014-09-14,"whole milk"
1507,1863,2014-09-14,"flower (seeds)"
1507,1863,2014-09-14,"honey"
1507,1864,2015-06-22,"chicken"
1507,1864,2015-06-22,"frozen fish"
1507,1864,2015-06-22,"sugar"
1508,1865,2014-04-25,"brown bread"
1508,1865,2014-04-25,"pot plants"
1508,1866,2014-09-28,"rolls/buns"
1508,1866,2014-09-28,"yogurt"
1508,1867,2015-03-10,"pip fruit"
1508,1867,2015-03-10,"bottled beer"
1508,1868,2015-11-15,"sausage"
1508,1868,2015-11-15,"canned beer"
1509,1869,2014-04-09,"margarine"
1509,1869,2014-04-09,"bottled water"
1509,1870,2014-05-28,"citrus fruit"
1509,1870,2014-05-28,"domestic eggs"
1509,1871,2014-07-09,"butter milk"
1509,1871,2014-07-09,"yogurt"
1509,1872,2015-05-13,"chocolate"
1509,1872,2015-05-13,"liquor"
1509,1873,2015-11-04,"chicken"
1509,1873,2015-11-04,"yogurt"
1509,1873,2015-11-04,"UHT-milk"
1509,1873,2015-11-04,"root vegetables"
1509,1873,2015-11-04,"yogurt"
1509,1873,2015-11-04,"hard cheese"
1509,1873,2015-11-04,"semi-finished bread"
1509,1873,2015-11-04,"frozen potato products"
1509,1874,2015-12-30,"other vegetables"
1509,1874,2015-12-30,"liquor (appetizer)"
1510,1875,2014-04-17,"other vegetables"
1510,1875,2014-04-17,"whole milk"
1510,1876,2014-10-13,"specialty bar"
1510,1876,2014-10-13,"frozen meals"
1510,1876,2014-10-13,"kitchen towels"
1510,1876,2014-10-13,"whole milk"
1510,1877,2014-12-03,"beef"
1510,1877,2014-12-03,"canned beer"
1510,1877,2014-12-03,"fruit/vegetable juice"
1510,1878,2014-12-24,"domestic eggs"
1510,1878,2014-12-24,"candy"
1510,1879,2015-05-16,"sausage"
1510,1879,2015-05-16,"ice cream"
1510,1879,2015-05-16,"rolls/buns"
1510,1880,2015-08-21,"other vegetables"
1510,1880,2015-08-21,"whole milk"
1510,1881,2015-10-25,"ham"
1510,1881,2015-10-25,"soda"
1511,1882,2014-08-28,"bottled water"
1511,1882,2014-08-28,"curd"
1511,1883,2015-03-22,"ice cream"
1511,1883,2015-03-22,"shopping bags"
1512,1884,2014-04-29,"bottled beer"
1512,1884,2014-04-29,"fruit/vegetable juice"
1512,1885,2014-06-03,"detergent"
1512,1885,2014-06-03,"rolls/buns"
1512,1885,2014-06-03,"yogurt"
1512,1886,2015-02-23,"whole milk"
1512,1886,2015-02-23,"salty snack"
1512,1886,2015-02-23,"shopping bags"
1512,1887,2015-09-20,"chicken"
1512,1887,2015-09-20,"domestic eggs"
1513,1888,2014-05-29,"whipped/sour cream"
1513,1888,2014-05-29,"sparkling wine"
1513,1888,2014-05-29,"bottled beer"
1513,1889,2015-08-03,"specialty bar"
1513,1889,2015-08-03,"yogurt"
1513,1889,2015-08-03,"napkins"
1513,1889,2015-08-03,"other vegetables"
1513,1889,2015-08-03,"chocolate"
1513,1890,2015-11-12,"sausage"
1513,1890,2015-11-12,"bottled beer"
1514,1891,2014-02-26,"bottled water"
1514,1891,2014-02-26,"shopping bags"
1514,1892,2015-01-11,"root vegetables"
1514,1892,2015-01-11,"waffles"
1514,1893,2015-02-28,"rolls/buns"
1514,1893,2015-02-28,"whole milk"
1514,1894,2015-04-08,"whipped/sour cream"
1514,1894,2015-04-08,"citrus fruit"
1514,1895,2015-08-24,"whole milk"
1514,1895,2015-08-24,"pasta"
1515,1896,2014-03-09,"root vegetables"
1515,1896,2014-03-09,"soda"
1515,1897,2015-07-05,"frankfurter"
1515,1897,2015-07-05,"other vegetables"
1515,1898,2015-09-21,"pastry"
1515,1898,2015-09-21,"cat food"
1515,1899,2015-11-06,"bottled beer"
1515,1899,2015-11-06,"candy"
1515,1900,2015-11-09,"hamburger meat"
1515,1900,2015-11-09,"soda"
1515,1900,2015-11-09,"hard cheese"
1515,1901,2015-11-28,"waffles"
1515,1901,2015-11-28,"pasta"
1516,1902,2014-02-20,"specialty chocolate"
1516,1902,2014-02-20,"shopping bags"
1516,1903,2015-01-28,"brown bread"
1516,1903,2015-01-28,"oil"
1517,1904,2014-09-03,"sausage"
1517,1904,2014-09-03,"root vegetables"
1517,1904,2014-09-03,"salty snack"
1517,1904,2014-09-03,"coffee"
1517,1905,2014-09-11,"ice cream"
1517,1905,2014-09-11,"hygiene articles"
1517,1906,2015-03-01,"frankfurter"
1517,1906,2015-03-01,"bottled beer"
1517,1907,2015-08-01,"rolls/buns"
1517,1907,2015-08-01,"rolls/buns"
1518,1908,2015-06-21,"tropical fruit"
1518,1908,2015-06-21,"yogurt"
1518,1909,2015-09-07,"pastry"
1518,1909,2015-09-07,"other vegetables"
1518,1910,2015-12-11,"frankfurter"
1518,1910,2015-12-11,"pork"
1518,1910,2015-12-11,"ketchup"
1519,1911,2014-10-28,"butter"
1519,1911,2014-10-28,"oil"
1520,1912,2014-04-30,"other vegetables"
1520,1912,2014-04-30,"berries"
1520,1913,2014-06-03,"beef"
1520,1913,2014-06-03,"other vegetables"
1520,1914,2015-02-26,"baking powder"
1520,1914,2015-02-26,"yogurt"
1521,1915,2014-09-11,"whole milk"
1521,1915,2014-09-11,"salty snack"
1521,1915,2014-09-11,"margarine"
1521,1916,2014-12-26,"ham"
1521,1916,2014-12-26,"seasonal products"
1521,1916,2014-12-26,"cat food"
1522,1917,2014-01-07,"whole milk"
1522,1917,2014-01-07,"waffles"
1522,1917,2014-01-07,"shopping bags"
1522,1918,2014-01-30,"whole milk"
1522,1918,2014-01-30,"margarine"
1522,1919,2014-03-27,"sausage"
1522,1919,2014-03-27,"ketchup"
1522,1920,2014-06-16,"tropical fruit"
1522,1920,2014-06-16,"domestic eggs"
1522,1920,2014-06-16,"chocolate"
1522,1921,2014-08-23,"newspapers"
1522,1921,2014-08-23,"yogurt"
1522,1922,2014-10-11,"newspapers"
1522,1922,2014-10-11,"long life bakery product"
1522,1922,2014-10-11,"napkins"
1522,1923,2014-12-24,"margarine"
1522,1923,2014-12-24,"frozen meals"
1522,1923,2014-12-24,"dish cleaner"
1522,1923,2014-12-24,"yogurt"
1523,1924,2014-03-20,"bottled beer"
1523,1924,2014-03-20,"oil"
1523,1925,2014-11-09,"domestic eggs"
1523,1925,2014-11-09,"other vegetables"
1523,1925,2014-11-09,"brown bread"
1523,1926,2015-03-28,"ham"
1523,1926,2015-03-28,"beef"
1523,1926,2015-03-28,"bottled water"
1523,1926,2015-03-28,"citrus fruit"
1523,1926,2015-03-28,"dishes"
1524,1927,2014-02-06,"whipped/sour cream"
1524,1927,2014-02-06,"brown bread"
1524,1928,2015-03-05,"tropical fruit"
1524,1928,2015-03-05,"soda"
1524,1929,2015-08-06,"UHT-milk"
1524,1929,2015-08-06,"cream cheese "
1524,1929,2015-08-06,"cream cheese "
1524,1929,2015-08-06,"waffles"
1524,1930,2015-12-05,"root vegetables"
1524,1930,2015-12-05,"dessert"
1525,1931,2014-07-13,"sausage"
1525,1931,2014-07-13,"bottled beer"
1525,1931,2014-07-13,"sliced cheese"
1525,1932,2014-10-25,"ham"
1525,1932,2014-10-25,"bottled water"
1526,1933,2014-02-18,"domestic eggs"
1526,1933,2014-02-18,"other vegetables"
1526,1934,2014-05-11,"sugar"
1526,1934,2014-05-11,"cat food"
1526,1935,2014-07-13,"yogurt"
1526,1935,2014-07-13,"rolls/buns"
1526,1936,2014-07-21,"yogurt"
1526,1936,2014-07-21,"shopping bags"
1526,1937,2015-11-26,"sausage"
1526,1937,2015-11-26,"whole milk"
1526,1937,2015-11-26,"yogurt"
1527,1938,2014-01-29,"other vegetables"
1527,1938,2014-01-29,"domestic eggs"
1527,1939,2014-04-15,"spices"
1527,1939,2014-04-15,"soda"
1527,1940,2015-04-20,"citrus fruit"
1527,1940,2015-04-20,"rolls/buns"
1527,1940,2015-04-20,"napkins"
1527,1940,2015-04-20,"soda"
1527,1941,2015-05-14,"UHT-milk"
1527,1941,2015-05-14,"frozen vegetables"
1527,1941,2015-05-14,"frozen meals"
1527,1942,2015-12-30,"domestic eggs"
1527,1942,2015-12-30,"whole milk"
1527,1942,2015-12-30,"bottled water"
1528,1943,2014-02-01,"frozen vegetables"
1528,1943,2014-02-01,"tropical fruit"
1528,1944,2014-06-12,"whole milk"
1528,1944,2014-06-12,"cream cheese "
1528,1945,2015-02-20,"sausage"
1528,1945,2015-02-20,"curd"
1528,1946,2015-09-15,"chicken"
1528,1946,2015-09-15,"chicken"
1529,1947,2014-03-01,"preservation products"
1529,1947,2014-03-01,"soups"
1529,1948,2014-05-29,"other vegetables"
1529,1948,2014-05-29,"margarine"
1529,1948,2014-05-29,"bottled water"
1529,1949,2015-06-17,"frankfurter"
1529,1949,2015-06-17,"soda"
1530,1950,2014-09-05,"pastry"
1530,1950,2014-09-05,"sliced cheese"
1530,1950,2014-09-05,"fruit/vegetable juice"
1530,1951,2014-10-11,"long life bakery product"
1530,1951,2014-10-11,"condensed milk"
1531,1952,2014-09-24,"meat"
1531,1952,2014-09-24,"root vegetables"
1531,1953,2015-01-19,"sausage"
1531,1953,2015-01-19,"pickled vegetables"
1532,1954,2014-10-11,"liquor (appetizer)"
1532,1954,2014-10-11,"rolls/buns"
1532,1954,2014-10-11,"yogurt"
1532,1955,2015-06-20,"whole milk"
1532,1955,2015-06-20,"citrus fruit"
1532,1955,2015-06-20,"napkins"
1533,1956,2014-02-10,"specialty fat"
1533,1956,2014-02-10,"red/blush wine"
1533,1957,2014-03-15,"cream cheese "
1533,1957,2014-03-15,"shopping bags"
1533,1958,2015-11-07,"citrus fruit"
1533,1958,2015-11-07,"other vegetables"
1534,1959,2014-07-02,"other vegetables"
1534,1959,2014-07-02,"pastry"
1534,1960,2014-11-05,"pork"
1534,1960,2014-11-05,"bottled water"
1534,1960,2014-11-05,"pastry"
1534,1961,2015-07-10,"shopping bags"
1534,1961,2015-07-10,"dessert"
1534,1961,2015-07-10,"other vegetables"
1534,1961,2015-07-10,"bottled water"
1534,1961,2015-07-10,"margarine"
1534,1962,2015-08-13,"pastry"
1534,1962,2015-08-13,"rolls/buns"
1534,1962,2015-08-13,"sliced cheese"
1534,1962,2015-08-13,"tropical fruit"
1534,1962,2015-08-13,"liquor"
1534,1962,2015-08-13,"hygiene articles"
1534,1962,2015-08-13,"dental care"
1534,1962,2015-08-13,"napkins"
1535,1963,2014-06-08,"napkins"
1535,1963,2014-06-08,"whole milk"
1535,1964,2014-06-26,"pork"
1535,1964,2014-06-26,"other vegetables"
1535,1965,2015-01-14,"shopping bags"
1535,1965,2015-01-14,"soda"
1535,1966,2015-07-03,"pip fruit"
1535,1966,2015-07-03,"flour"
1536,1967,2014-07-30,"root vegetables"
1536,1967,2014-07-30,"tropical fruit"
1536,1968,2015-01-05,"frankfurter"
1536,1968,2015-01-05,"canned beer"
1536,1968,2015-01-05,"pastry"
1536,1968,2015-01-05,"yogurt"
1536,1969,2015-05-02,"whole milk"
1536,1969,2015-05-02,"rolls/buns"
1537,1970,2014-12-08,"other vegetables"
1537,1970,2014-12-08,"yogurt"
1537,1970,2014-12-08,"soda"
1537,1971,2015-02-01,"bottled water"
1537,1971,2015-02-01,"yogurt"
1538,1972,2014-06-12,"sausage"
1538,1972,2014-06-12,"dessert"
1538,1973,2015-03-08,"sausage"
1538,1973,2015-03-08,"hamburger meat"
1538,1974,2015-11-30,"tropical fruit"
1538,1974,2015-11-30,"root vegetables"
1539,1975,2015-04-07,"frankfurter"
1539,1975,2015-04-07,"margarine"
1539,1976,2015-09-27,"pip fruit"
1539,1976,2015-09-27,"whipped/sour cream"
1539,1976,2015-09-27,"rolls/buns"
1540,1977,2014-11-27,"yogurt"
1540,1977,2014-11-27,"pastry"
1540,1978,2015-02-23,"ham"
1540,1978,2015-02-23,"berries"
1540,1979,2015-08-14,"whole milk"
1540,1979,2015-08-14,"beef"
1540,1979,2015-08-14,"beverages"
1540,1979,2015-08-14,"yogurt"
1540,1980,2015-11-26,"skin care"
1540,1980,2015-11-26,"frankfurter"
1540,1980,2015-11-26,"root vegetables"
1540,1980,2015-11-26,"fruit/vegetable juice"
1542,1981,2014-07-22,"sausage"
1542,1981,2014-07-22,"hamburger meat"
1542,1981,2014-07-22,"newspapers"
1542,1982,2014-09-13,"yogurt"
1542,1982,2014-09-13,"popcorn"
1542,1983,2014-12-08,"hamburger meat"
1542,1983,2014-12-08,"popcorn"
1542,1984,2015-04-28,"curd"
1542,1984,2015-04-28,"yogurt"
1542,1985,2015-05-15,"tropical fruit"
1542,1985,2015-05-15,"whole milk"
1542,1986,2015-08-07,"pork"
1542,1986,2015-08-07,"whole milk"
1544,1987,2014-03-18,"tropical fruit"
1544,1987,2014-03-18,"cat food"
1544,1988,2014-04-24,"root vegetables"
1544,1988,2014-04-24,"brown bread"
1544,1989,2014-05-01,"other vegetables"
1544,1989,2014-05-01,"semi-finished bread"
1544,1989,2014-05-01,"shopping bags"
1544,1990,2015-02-25,"dessert"
1544,1990,2015-02-25,"salty snack"
1545,1991,2014-04-01,"brown bread"
1545,1991,2014-04-01,"hair spray"
1545,1992,2015-02-28,"citrus fruit"
1545,1992,2015-02-28,"white wine"
1545,1993,2015-10-17,"whole milk"
1545,1993,2015-10-17,"frozen vegetables"
1545,1993,2015-10-17,"semi-finished bread"
1546,1994,2014-04-02,"white bread"
1546,1994,2014-04-02,"canned fish"
1546,1995,2014-10-03,"coffee"
1546,1995,2014-10-03,"sugar"
1546,1996,2015-01-03,"butter"
1546,1996,2015-01-03,"root vegetables"
1546,1996,2015-01-03,"bottled water"
1546,1996,2015-01-03,"whipped/sour cream"
1546,1996,2015-01-03,"red/blush wine"
1547,1997,2014-03-09,"whole milk"
1547,1997,2014-03-09,"long life bakery product"
1547,1998,2014-07-07,"onions"
1547,1998,2014-07-07,"whole milk"
1547,1998,2014-07-07,"cling film/bags"
1547,1999,2015-04-18,"pickled vegetables"
1547,1999,2015-04-18,"soda"
1548,2000,2014-02-22,"condensed milk"
1548,2000,2014-02-22,"pastry"
1548,2001,2014-05-04,"other vegetables"
1548,2001,2014-05-04,"bottled beer"
1548,2002,2014-10-01,"long life bakery product"
1548,2002,2014-10-01,"bottled beer"
1549,2003,2014-03-02,"domestic eggs"
1549,2003,2014-03-02,"coffee"
1549,2003,2014-03-02,"pastry"
1549,2004,2014-07-17,"liver loaf"
1549,2004,2014-07-17,"bottled water"
1549,2004,2014-07-17,"bottled water"
1549,2005,2015-03-18,"rolls/buns"
1549,2005,2015-03-18,"beef"
1549,2005,2015-03-18,"coffee"
1550,2006,2014-05-05,"pork"
1550,2006,2014-05-05,"cereals"
1550,2007,2014-09-03,"domestic eggs"
1550,2007,2014-09-03,"brown bread"
1550,2007,2014-09-03,"specialty chocolate"
1550,2008,2015-05-14,"potato products"
1550,2008,2015-05-14,"oil"
1551,2009,2014-04-28,"mayonnaise"
1551,2009,2014-04-28,"instant coffee"
1551,2010,2015-01-14,"soda"
1551,2010,2015-01-14,"frozen fish"
1551,2010,2015-01-14,"rolls/buns"
1551,2011,2015-05-11,"onions"
1551,2011,2015-05-11,"rum"
1551,2012,2015-06-11,"tropical fruit"
1551,2012,2015-06-11,"yogurt"
1551,2013,2015-07-21,"dessert"
1551,2013,2015-07-21,"curd"
1551,2014,2015-08-11,"frankfurter"
1551,2014,2015-08-11,"syrup"
1552,2015,2014-01-09,"rolls/buns"
1552,2015,2014-01-09,"baby cosmetics"
1553,2016,2014-04-07,"pip fruit"
1553,2016,2014-04-07,"UHT-milk"
1553,2016,2014-04-07,"soda"
1553,2017,2014-05-09,"citrus fruit"
1553,2017,2014-05-09,"soda"
1553,2017,2014-05-09,"coffee"
1553,2018,2014-07-23,"yogurt"
1553,2018,2014-07-23,"other vegetables"
1553,2019,2014-09-05,"baking powder"
1553,2019,2014-09-05,"domestic eggs"
1553,2020,2015-03-20,"frozen fish"
1553,2020,2015-03-20,"mustard"
1553,2021,2015-07-21,"other vegetables"
1553,2021,2015-07-21,"sliced cheese"
1554,2022,2014-01-31,"hygiene articles"
1554,2022,2014-01-31,"vinegar"
1554,2023,2014-02-04,"beef"
1554,2023,2014-02-04,"curd"
1554,2024,2014-05-23,"pip fruit"
1554,2024,2014-05-23,"soda"
1554,2025,2014-10-27,"meat"
1554,2025,2014-10-27,"canned fish"
1554,2025,2014-10-27,"brown bread"
1554,2026,2015-05-21,"tropical fruit"
1554,2026,2015-05-21,"sausage"
1554,2026,2015-05-21,"tropical fruit"
1554,2026,2015-05-21,"detergent"
1554,2026,2015-05-21,"butter"
1554,2026,2015-05-21,"newspapers"
1555,2027,2015-03-27,"rolls/buns"
1555,2027,2015-03-27,"liquor (appetizer)"
1556,2028,2014-05-31,"herbs"
1556,2028,2014-05-31,"soft cheese"
1557,2029,2014-12-10,"domestic eggs"
1557,2029,2014-12-10,"chocolate"
1557,2030,2015-08-04,"beef"
1557,2030,2015-08-04,"hamburger meat"
1558,2031,2015-04-06,"finished products"
1558,2031,2015-04-06,"other vegetables"
1559,2032,2014-08-09,"sausage"
1559,2032,2014-08-09,"other vegetables"
1559,2033,2015-10-03,"beef"
1559,2033,2015-10-03,"citrus fruit"
1559,2033,2015-10-03,"napkins"
1559,2033,2015-10-03,"semi-finished bread"
1559,2033,2015-10-03,"brown bread"
1560,2034,2014-05-16,"white bread"
1560,2034,2014-05-16,"salty snack"
1561,2035,2014-01-19,"onions"
1561,2035,2014-01-19,"cream cheese "
1561,2036,2014-03-28,"yogurt"
1561,2036,2014-03-28,"fruit/vegetable juice"
1561,2037,2014-04-02,"white bread"
1561,2037,2014-04-02,"white bread"
1561,2038,2014-05-15,"sugar"
1561,2038,2014-05-15,"coffee"
1561,2039,2014-10-17,"dishes"
1561,2039,2014-10-17,"onions"
1561,2039,2014-10-17,"canned beer"
1561,2040,2015-06-05,"dish cleaner"
1561,2040,2015-06-05,"whole milk"
1561,2040,2015-06-05,"flower (seeds)"
1561,2040,2015-06-05,"flour"
1561,2040,2015-06-05,"chewing gum"
1561,2040,2015-06-05,"dog food"
1561,2041,2015-07-25,"whole milk"
1561,2041,2015-07-25,"domestic eggs"
1561,2041,2015-07-25,"long life bakery product"
1562,2042,2014-07-30,"snack products"
1562,2042,2014-07-30,"soda"
1562,2043,2015-01-22,"frozen vegetables"
1562,2043,2015-01-22,"beef"
1562,2044,2015-05-11,"frankfurter"
1562,2044,2015-05-11,"pork"
1563,2045,2014-03-11,"citrus fruit"
1563,2045,2014-03-11,"margarine"
1563,2045,2014-03-11,"sliced cheese"
1563,2046,2014-04-27,"long life bakery product"
1563,2046,2014-04-27,"waffles"
1564,2047,2014-10-30,"tropical fruit"
1564,2047,2014-10-30,"prosecco"
1564,2048,2014-11-15,"root vegetables"
1564,2048,2014-11-15,"pip fruit"
1564,2049,2015-06-19,"tropical fruit"
1564,2049,2015-06-19,"yogurt"
1564,2050,2015-10-23,"sausage"
1564,2050,2015-10-23,"pasta"
1565,2051,2014-07-02,"chewing gum"
1565,2051,2014-07-02,"rolls/buns"
1565,2052,2014-10-30,"oil"
1565,2052,2014-10-30,"chocolate"
1565,2053,2015-10-15,"pork"
1565,2053,2015-10-15,"whole milk"
1565,2053,2015-10-15,"other vegetables"
1565,2053,2015-10-15,"tidbits"
1565,2053,2015-10-15,"coffee"
1565,2054,2015-11-30,"canned beer"
1565,2054,2015-11-30,"shopping bags"
1565,2054,2015-11-30,"whole milk"
1565,2055,2015-12-12,"meat"
1565,2055,2015-12-12,"domestic eggs"
1565,2056,2015-12-14,"condensed milk"
1565,2056,2015-12-14,"berries"
1565,2056,2015-12-14,"tea"
1565,2056,2015-12-14,"frozen vegetables"
1565,2056,2015-12-14,"cat food"
1566,2057,2014-01-24,"citrus fruit"
1566,2057,2014-01-24,"salt"
1566,2058,2014-01-30,"tropical fruit"
1566,2058,2014-01-30,"waffles"
1566,2058,2014-01-30,"bottled beer"
1566,2059,2014-06-03,"citrus fruit"
1566,2059,2014-06-03,"dessert"
1566,2059,2014-06-03,"newspapers"
1566,2060,2014-06-28,"other vegetables"
1566,2060,2014-06-28,"curd"
1566,2061,2014-11-05,"berries"
1566,2061,2014-11-05,"frozen meals"
1566,2062,2015-02-24,"whole milk"
1566,2062,2015-02-24,"soda"
1566,2063,2015-04-30,"grapes"
1566,2063,2015-04-30,"ketchup"
1566,2064,2015-06-05,"yogurt"
1566,2064,2015-06-05,"whole milk"
1566,2064,2015-06-05,"shopping bags"
1566,2065,2015-11-19,"tropical fruit"
1566,2065,2015-11-19,"bottled beer"
1567,2066,2014-08-13,"onions"
1567,2066,2014-08-13,"chocolate"
1567,2067,2015-03-13,"whipped/sour cream"
1567,2067,2015-03-13,"frankfurter"
1567,2067,2015-03-13,"rolls/buns"
1567,2067,2015-03-13,"citrus fruit"
1567,2067,2015-03-13,"candy"
1567,2067,2015-03-13,"bottled beer"
1567,2067,2015-03-13,"yogurt"
1567,2067,2015-03-13,"whole milk"
1567,2068,2015-04-01,"chewing gum"
1567,2068,2015-04-01,"pot plants"
1567,2069,2015-04-11,"ham"
1567,2069,2015-04-11,"frankfurter"
1567,2069,2015-04-11,"bottled water"
1567,2069,2015-04-11,"shopping bags"
1567,2069,2015-04-11,"specialty cheese"
1568,2070,2014-01-09,"candy"
1568,2070,2014-01-09,"domestic eggs"
1568,2071,2014-03-09,"nuts/prunes"
1568,2071,2014-03-09,"coffee"
1569,2072,2014-01-19,"rolls/buns"
1569,2072,2014-01-19,"pastry"
1569,2073,2014-03-09,"other vegetables"
1569,2073,2014-03-09,"bottled beer"
1569,2073,2014-03-09,"white bread"
1569,2073,2014-03-09,"fruit/vegetable juice"
1569,2074,2014-05-20,"rolls/buns"
1569,2074,2014-05-20,"berries"
1570,2075,2015-03-15,"frankfurter"
1570,2075,2015-03-15,"yogurt"
1570,2075,2015-03-15,"waffles"
1570,2076,2015-03-20,"other vegetables"
1570,2076,2015-03-20,"whipped/sour cream"
1571,2077,2014-11-17,"misc. beverages"
1571,2077,2014-11-17,"bottled beer"
1571,2077,2014-11-17,"dishes"
1571,2077,2014-11-17,"onions"
1571,2078,2015-05-24,"sausage"
1571,2078,2015-05-24,"bottled beer"
1571,2078,2015-05-24,"whole milk"
1571,2078,2015-05-24,"frozen vegetables"
1572,2079,2014-03-31,"bottled beer"
1572,2079,2014-03-31,"frozen dessert"
1572,2079,2014-03-31,"rolls/buns"
1572,2079,2014-03-31,"berries"
1572,2079,2014-03-31,"rice"
1572,2079,2014-03-31,"white bread"
1572,2080,2014-05-17,"chicken"
1572,2080,2014-05-17,"margarine"
1572,2080,2014-05-17,"long life bakery product"
1572,2081,2014-07-03,"rolls/buns"
1572,2081,2014-07-03,"candy"
1572,2082,2014-08-13,"finished products"
1572,2082,2014-08-13,"frozen vegetables"
1572,2083,2015-05-23,"frankfurter"
1572,2083,2015-05-23,"other vegetables"
1572,2083,2015-05-23,"specialty bar"
1572,2084,2015-07-14,"specialty chocolate"
1572,2084,2015-07-14,"whipped/sour cream"
1572,2085,2015-09-21,"soda"
1572,2085,2015-09-21,"candy"
1573,2086,2014-04-20,"tropical fruit"
1573,2086,2014-04-20,"butter"
1573,2087,2014-05-18,"pastry"
1573,2087,2014-05-18,"other vegetables"
1573,2088,2015-01-21,"misc. beverages"
1573,2088,2015-01-21,"oil"
1574,2089,2014-01-15,"whole milk"
1574,2089,2014-01-15,"flour"
1574,2090,2014-02-12,"frozen fish"
1574,2090,2014-02-12,"bottled beer"
1574,2091,2014-02-28,"butter"
1574,2091,2014-02-28,"cat food"
1574,2091,2014-02-28,"roll products "
1574,2092,2014-03-04,"white bread"
1574,2092,2014-03-04,"newspapers"
1574,2093,2014-04-25,"hamburger meat"
1574,2093,2014-04-25,"cat food"
1574,2093,2014-04-25,"margarine"
1574,2094,2014-06-17,"soda"
1574,2094,2014-06-17,"onions"
1574,2094,2014-06-17,"pastry"
1574,2095,2014-11-30,"whole milk"
1574,2095,2014-11-30,"other vegetables"
1574,2096,2015-02-12,"frankfurter"
